game_number,date,goal_word,bot_solved,num_guesses,guess1,guess1_state,guess2,guess2_state,guess3,guess3_state,guess4,guess4_state,guess5,guess5_state,guess6,guess6_state
255,2022-02-28,choke,True,3,balky,???g?,cocks,gyyg?,choke,ggggg,,,,,,
256,2022-03-01,rupee,True,5,balky,?????,noire,???yg,cruse,?yy?g,purge,ygy?g,rupee,ggggg,,
257,2022-03-02,nasty,True,5,balky,?g??g,party,?g?gg,catty,?gygg,tasty,ygggg,nasty,ggggg,,
258,2022-03-03,mourn,True,3,balky,?????,noire,yg?g?,mourn,ggggg,,,,,,
259,2022-03-04,ahead,True,4,balky,?y???,irate,??y?y,apnea,g??yy,ahead,ggggg,,,,
260,2022-03-05,brine,True,4,balky,g????,bocce,g???g,beige,gyg?g,brine,ggggg,,,,
261,2022-03-06,cloth,True,5,balky,??y??,liter,y?y??,stool,?ygyy,clout,ggg?y,cloth,ggggg,,
262,2022-03-07,hoard,True,4,balky,?y???,irate,?yg??,chard,?yggg,hoard,ggggg,,,,
263,2022-03-08,sweet,True,5,balky,?????,noire,????y,duets,??gyy,sheet,g?ggg,sweet,ggggg,,
264,2022-03-09,month,True,5,balky,?????,noire,yg???,coons,?gyy?,mondo,ggg?y,month,ggggg,,
265,2022-03-10,lapse,True,6,balky,?gy??,carol,?g??y,lanai,gg?y?,latex,gg?y?,ladle,gg?yg,lapse,ggggg
266,2022-03-11,watch,False,6,balky,?g???,carat,yg?yy,patch,?gggg,natch,?gggg,match,?gggg,hatch,ygggg
267,2022-03-12,today,True,4,balky,?y??g,amity,y??yg,toady,ggyyg,today,ggggg,,,,
268,2022-03-13,focus,True,4,balky,?????,noire,?g???,cooch,ygyy?,focus,ggggg,,,,
269,2022-03-14,smelt,True,5,balky,??y??,liter,y?yy?,stele,gyggy,spelt,g?ggg,smelt,ggggg,,
270,2022-03-15,tease,True,3,balky,?y???,irate,??gyg,tease,ggggg,,,,,,
271,2022-03-16,cater,True,3,balky,?g???,carat,ggyyy,cater,ggggg,,,,,,
272,2022-03-17,movie,True,3,balky,?????,noire,?gy?g,movie,ggggg,,,,,,
273,2022-03-18,saute,True,5,balky,?g???,carat,?g?yy,pants,?g?gy,haste,?gygg,saute,ggggg,,
274,2022-03-19,allow,True,5,balky,?yg??,villa,??gyy,colas,?ygy?,allot,gggg?,allow,ggggg,,
275,2022-03-20,renew,True,5,balky,?????,noire,y??yy,enter,yy?gy,runes,g?gg?,renew,ggggg,,
276,2022-03-21,their,True,4,balky,?????,noire,??yyy,riser,yy?yg,their,ggggg,,,,
277,2022-03-22,slosh,True,6,balky,??y??,liter,y????,cools,?ygyy,sloop,gggy?,slomo,ggg?y,slosh,ggggg
278,2022-03-23,purge,True,4,balky,?????,noire,???yg,cruse,?yy?g,purge,ggggg,,,,
279,2022-03-24,chest,True,5,balky,?????,noire,????y,duets,??gyy,sheet,yggyg,chest,ggggg,,
280,2022-03-25,depot,True,4,balky,?????,noire,?y??y,octet,y?yyg,depot,ggggg,,,,
281,2022-03-26,epoxy,True,5,balky,????g,deity,?y??g,emery,g?y?g,envoy,g??yg,epoxy,ggggg,,
282,2022-03-27,nymph,True,4,balky,????y,eyrie,?g???,hypos,ygy??,nymph,ggggg,,,,
283,2022-03-28,found,False,6,balky,?????,noire,yg???,coons,?gyg?,mount,?ggg?,pound,?gggg,hound,?gggg
284,2022-03-29,shall,True,5,balky,?yy??,alert,yy???,snail,g?g?g,small,g?ggg,shall,ggggg,,
285,2022-03-30,stove,True,5,balky,?????,noire,?y??g,chose,??gyg,smote,g?gyg,stove,ggggg,,
286,2022-03-31,lowly,True,4,balky,??y?g,coyly,?gygg,wooly,ygygg,lowly,ggggg,,,,
287,2022-04-01,snout,True,4,balky,?????,noire,yy???,snoot,gggyg,snout,ggggg,,,,
288,2022-04-02,trope,True,4,balky,?????,noire,?y?yg,prose,ygg?g,trope,ggggg,,,,
289,2022-04-03,fewer,True,5,balky,?????,noire,???yy,crest,?yy??,refer,ygygg,fewer,ggggg,,
290,2022-04-04,shawl,True,5,balky,?yy??,alert,yy???,snail,g?g?g,small,g?gyg,shawl,ggggg,,
291,2022-04-05,natal,True,4,balky,?gy??,carol,?g??g,panel,?gy?g,natal,ggggg,,,,
292,2022-04-06,comma,True,4,balky,?y???,irate,??y??,annas,y??yg,comma,ggggg,,,,
293,2022-04-07,foray,True,5,balky,?y??g,amity,y???g,heady,??y?g,spray,??ggg,foray,ggggg,,
294,2022-04-08,scare,True,5,balky,?y???,irate,?yg?g,share,g?ggg,snare,g?ggg,scare,ggggg,,
295,2022-04-09,stair,True,4,balky,?y???,irate,yygy?,tiara,yygyy,stair,ggggg,,,,
296,2022-04-10,black,True,4,balky,gyyy?,bleak,gg?yg,blank,ggg?g,black,ggggg,,,,
297,2022-04-11,squad,True,5,balky,?y???,irate,??y??,annas,y??gy,sumac,gy?g?,squad,ggggg,,
298,2022-04-12,royal,True,2,balky,?yy?y,royal,ggggg,,,,,,,,
299,2022-04-13,chunk,True,4,balky,???y?,inker,?yy??,stunk,??ggg,chunk,ggggg,,,,
300,2022-04-14,mince,True,5,balky,?????,noire,y?y?g,hinge,?gg?g,since,?gggg,mince,ggggg,,
301,2022-04-15,shame,True,6,balky,?y???,irate,??g?g,cease,?ygyg,shade,ggg?g,shape,ggg?g,shame,ggggg
302,2022-04-16,cheek,True,4,balky,???y?,inker,??yg?,skeet,?ygg?,cheek,ggggg,,,,
303,2022-04-17,ample,False,6,balky,?yy??,alert,gyy??,angel,g??yy,aisle,g??gg,addle,g??gg,apple,gyggg
304,2022-04-18,flair,True,4,balky,?yy??,alert,yg?y?,ulnar,?g?yg,flair,ggggg,,,,
305,2022-04-19,foyer,True,5,balky,????y,eyrie,yyy?y,toyer,?gggg,coyer,?gggg,foyer,ggggg,,
306,2022-04-20,cargo,True,5,balky,?g???,carat,gggy?,cared,ggg??,caron,gggy?,cargo,ggggg,,
307,2022-04-21,oxide,True,3,balky,?????,noire,?yg?g,oxide,ggggg,,,,,,
308,2022-04-22,plant,True,4,balky,?yy??,alert,yg??g,slant,?gggg,plant,ggggg,,,,
309,2022-04-23,olive,True,5,balky,??y??,liter,yy?y?,elide,ygg?g,slice,?gg?g,olive,ggggg,,
310,2022-04-24,inert,True,3,balky,?????,noire,y?ygy,inert,ggggg,,,,,,
311,2022-04-25,askew,True,4,balky,?y?y?,asker,gggg?,asked,gggg?,askew,ggggg,,,,
312,2022-04-26,heist,True,4,balky,?????,noire,??g?y,chief,?ygy?,heist,ggggg,,,,
313,2022-04-27,shown,True,4,balky,?????,noire,yy???,snoot,gygy?,shown,ggggg,,,,
314,2022-04-28,zesty,True,4,balky,????g,deity,?g?gg,testy,ygggg,zesty,ggggg,,,,
315,2022-04-29,trash,True,5,balky,?y???,irate,?ggy?,grant,?gg?y,traps,ggg?y,trash,ggggg,,
316,2022-04-30,larva,True,5,balky,?gy??,carol,?gg?y,lards,ggg??,large,ggg??,larva,ggggg,,
317,2022-05-01,forgo,True,5,balky,?????,noire,?g?y?,cords,?gg??,morph,?gg??,forgo,ggggg,,
318,2022-05-02,story,True,4,balky,????g,deity,???yg,stony,ggg?g,story,ggggg,,,,
319,2022-05-03,hairy,True,5,balky,?g??g,party,?gy?g,randy,yg??g,faery,?g?gg,hairy,ggggg,,
320,2022-05-04,train,True,4,balky,?y???,irate,yggy?,trait,ggggy,train,ggggg,,,,
321,2022-05-05,homer,False,6,balky,?????,noire,?g?yy,cored,?gyg?,roves,yg?g?,toter,?g?gg,moper,yg?gg
322,2022-05-06,badge,True,5,balky,gg???,barbs,gg?y?,banjo,gg???,batch,gg???,badge,ggggg,,
323,2022-05-07,midst,True,5,balky,?????,noire,??y??,tutti,y?yyy,didst,ygggg,midst,ggggg,,
324,2022-05-08,canny,True,4,balky,?g??g,party,?g??g,candy,ggg?g,canny,ggggg,,,,
325,2022-05-09,shine,True,5,balky,?????,noire,y?g?g,chine,?gggg,thine,?gggg,shine,ggggg,,
326,2022-05-10,gecko,True,3,balky,???g?,cocks,yygg?,gecko,ggggg,,,,,,
327,2022-05-11,farce,True,5,balky,?g???,carat,yggy?,parch,?ggg?,narco,?ggg?,farce,ggggg,,
328,2022-05-12,slung,True,4,balky,??y??,liter,y????,cools,???yy,slung,ggggg,,,,
329,2022-05-13,tipsy,True,4,balky,????g,deity,??yyg,tinny,gg??g,tipsy,ggggg,,,,
330,2022-05-14,metal,True,5,balky,?yy??,alert,yyy?y,stale,?yyyy,lepta,yg?gy,metal,ggggg,,
331,2022-05-15,yield,True,3,balky,??y?y,lyres,yy?y?,yield,ggggg,,,,,,
332,2022-05-16,delve,True,4,balky,??g??,cills,??gy?,doled,g?gyy,delve,ggggg,,,,
333,2022-05-17,being,True,4,balky,g????,bocce,g???y,bebug,ggy?g,being,ggggg,,,,
334,2022-05-18,scour,True,5,balky,?????,noire,?y?y?,trots,?yg?y,spoor,g?gyg,scour,ggggg,,
335,2022-05-19,glass,True,5,balky,?yy??,alert,yg???,flags,?ggyg,glans,ggg?g,glass,ggggg,,
336,2022-05-20,gamer,True,4,balky,?g???,carat,?gyy?,manor,yg??g,gamer,ggggg,,,,
337,2022-05-21,scrap,True,5,balky,?y???,irate,?yy??,sonar,g??gy,suras,g?ggy,scrap,ggggg,,
338,2022-05-22,money,True,4,balky,????g,deity,?y??g,emery,yyy?g,money,ggggg,,,,
339,2022-05-23,hinge,True,3,balky,?????,noire,y?y?g,hinge,ggggg,,,,,,
340,2022-05-24,album,True,4,balky,yyy??,libra,y?g?y,amble,gygy?,album,ggggg,,,,
341,2022-05-25,vouch,True,6,balky,?????,noire,?g???,cooch,ygygg,touch,?gggg,pouch,?gggg,vouch,ggggg
342,2022-05-26,asset,True,4,balky,?y???,irate,??yyy,anent,g?y?g,asset,ggggg,,,,
343,2022-05-27,tiara,True,3,balky,?y???,irate,yygy?,tiara,ggggg,,,,,,
344,2022-05-28,crept,True,4,balky,?????,noire,???yy,crest,ggg?g,crept,ggggg,,,,
345,2022-05-29,bayou,True,3,balky,gg??y,bayed,ggg??,bayou,ggggg,,,,,,
346,2022-05-30,atoll,True,3,balky,?yy??,alert,gy??y,atoll,ggggg,,,,,,
347,2022-05-31,manor,True,3,balky,?g???,carat,?gyy?,manor,ggggg,,,,,,
348,2022-06-01,creak,True,3,balky,?y?y?,asker,y?yyy,creak,ggggg,,,,,,
349,2022-06-02,showy,True,4,balky,????g,deity,????g,corny,?y??g,showy,ggggg,,,,
350,2022-06-03,phase,True,4,balky,?y???,irate,??g?g,cease,?yggg,phase,ggggg,,,,
351,2022-06-04,froth,True,4,balky,?????,noire,?y?y?,trots,yggg?,froth,ggggg,,,,
352,2022-06-05,depth,True,4,balky,?????,noire,????y,duets,g?yg?,depth,ggggg,,,,
353,2022-06-06,gloom,True,5,balky,??y??,liter,y????,cools,?ygy?,flood,?ggg?,gloom,ggggg,,
354,2022-06-07,flood,True,4,balky,??y??,liter,y????,cools,?ygy?,flood,ggggg,,,,
355,2022-06-08,trait,True,3,balky,?y???,irate,yggy?,trait,ggggg,,,,,,
356,2022-06-09,girth,True,5,balky,?????,noire,??yy?,dirts,?ggg?,mirth,?gggg,girth,ggggg,,
357,2022-06-10,piety,True,3,balky,????g,deity,?yygg,piety,ggggg,,,,,,
358,2022-06-11,goose,True,4,balky,?????,noire,?g??g,moose,?gggg,goose,ggggg,,,,
359,2022-06-12,float,True,5,balky,?yy??,alert,yg??g,slant,?gy?g,gloat,?gggg,float,ggggg,,
360,2022-06-13,donor,True,4,balky,?????,noire,yg?y?,corns,?gyy?,donor,ggggg,,,,
361,2022-06-14,atone,True,3,balky,?y???,irate,??yyg,atone,ggggg,,,,,,
362,2022-06-15,primo,True,4,balky,?????,noire,?ygy?,trios,?ggy?,primo,ggggg,,,,
363,2022-06-16,apron,True,5,balky,?y???,irate,?yy??,sonar,?yyyy,acorn,g?yyg,apron,ggggg,,
364,2022-06-17,blown,True,4,balky,g?y??,boils,gy?y?,blood,gggy?,blown,ggggg,,,,
365,2022-06-18,cacao,True,3,balky,?g???,carat,gg?g?,cacao,ggggg,,,,,,
366,2022-06-19,loser,True,5,balky,??y??,liter,g??gg,lover,gg?gg,loner,gg?gg,loser,ggggg,,
367,2022-06-20,input,True,4,balky,?????,noire,y?y??,tints,yyyy?,input,ggggg,,,,
368,2022-06-21,gloat,True,4,balky,?yy??,alert,yg??g,slant,?gy?g,gloat,ggggg,,,,
369,2022-06-22,awful,True,5,balky,?yy??,alert,gy???,annul,g??gg,afoul,gy?gg,awful,ggggg,,
370,2022-06-23,brink,True,3,balky,g??y?,brick,ggg?g,brink,ggggg,,,,,,
371,2022-06-24,smite,True,6,balky,?????,noire,??g?g,white,??ggg,suite,g?ggg,spite,g?ggg,smite,ggggg
372,2022-06-25,beady,True,2,balky,gy??g,beady,ggggg,,,,,,,,
373,2022-06-26,rusty,True,4,balky,????g,deity,???gg,fusty,?gggg,rusty,ggggg,,,,
374,2022-06-27,retro,True,4,balky,?????,noire,?y?gy,overs,y?yg?,retro,ggggg,,,,
375,2022-06-28,droll,True,4,balky,??y??,liter,y???y,drool,gggyg,droll,ggggg,,,,
376,2022-06-29,gawky,True,6,balky,?g?gg,hanky,?g?gg,darky,?g?gg,tacky,?g?gg,pawky,?gggg,gawky,ggggg
377,2022-06-30,hutch,True,5,balky,?????,noire,?????,tutus,yggy?,dutch,?gggg,hutch,ggggg,,
378,2022-07-01,pinto,True,4,balky,?????,noire,yyy??,icons,y?yy?,pinto,ggggg,,,,
379,2022-07-02,egret,True,4,balky,?????,noire,???yy,crest,?yy?g,egret,ggggg,,,,
380,2022-07-03,lilac,True,4,balky,?yg??,villa,?ggyy,ailed,ygg??,lilac,ggggg,,,,
381,2022-07-04,sever,True,6,balky,?????,noire,???yy,crest,?yyy?,seder,gg?gg,sewer,gg?gg,sever,ggggg
382,2022-07-05,field,True,4,balky,??y??,liter,yg?y?,sidle,?gygy,field,ggggg,,,,
383,2022-07-06,fluff,True,6,balky,??y??,liter,y????,cools,???y?,plump,?gg??,flung,ggg??,fluff,ggggg
384,2022-07-07,agape,True,5,balky,?y???,irate,??g?g,cease,?yg?g,phage,y?gyg,agape,ggggg,,
385,2022-07-08,voice,True,4,balky,?????,noire,?gg?g,poise,?gg?g,voice,ggggg,,,,
386,2022-07-09,stead,True,4,balky,?y???,irate,??yyy,anent,y?g?y,stead,ggggg,,,,
387,2022-07-10,berth,True,5,balky,g????,bocce,g???y,bebug,ggy??,beret,gggyy,berth,ggggg,,
388,2022-07-11,madam,True,4,balky,?g???,carat,?g?g?,mamas,ggyg?,madam,ggggg,,,,
389,2022-07-12,night,True,4,balky,?????,noire,g?y??,ninth,ggyyy,night,ggggg,,,,
390,2022-07-13,bland,True,3,balky,gyy??,brawl,g?g?y,bland,ggggg,,,,,,
391,2022-07-14,liver,True,5,balky,??y??,liter,gg?gg,liner,gg?gg,lifer,gg?gg,liver,ggggg,,
392,2022-07-15,wedge,True,5,balky,?????,noire,????g,geese,ygy?g,hedge,?gggg,wedge,ggggg,,
393,2022-07-16,roomy,True,4,balky,????g,deity,????g,corny,?gy?g,roomy,ggggg,,,,
394,2022-07-17,wacky,True,5,balky,?g?gg,hanky,?g?gg,darky,?g?gg,tacky,?gggg,wacky,ggggg,,
395,2022-07-18,flock,True,5,balky,??yy?,liker,y?y??,knoll,yggyy,clock,ygggg,flock,ggggg,,
396,2022-07-19,angry,True,3,balky,?y??g,amity,g???g,angry,ggggg,,,,,,
397,2022-07-20,trite,True,4,balky,?????,noire,??gyg,prise,?gg?g,trite,ggggg,,,,
398,2022-07-21,aphid,True,5,balky,?y???,irate,y?y??,assai,g??yy,anima,g?y?y,aphid,ggggg,,
399,2022-07-22,tryst,True,3,balky,????y,eyrie,?yy??,tryst,ggggg,,,,,,
400,2022-07-23,midge,True,3,balky,?????,noire,??y?g,midge,ggggg,,,,,,
401,2022-07-24,power,False,6,balky,?????,noire,?g?yy,cored,?gyg?,roves,yg?g?,toter,?g?gg,moper,?gygg
402,2022-07-25,elope,True,4,balky,??y??,liter,y??y?,oleos,ygyy?,elope,ggggg,,,,
403,2022-07-26,cinch,True,5,balky,?????,noire,y?y??,tints,?gg??,finch,?gggg,cinch,ggggg,,
404,2022-07-27,motto,True,5,balky,?????,noire,?g???,cooch,?gy??,touts,yg?g?,motto,ggggg,,
405,2022-07-28,stomp,True,6,balky,?????,noire,?y???,scoot,g?gyy,shots,g?gyy,stoup,ggg?g,stomp,ggggg
406,2022-07-29,upset,True,5,balky,?????,noire,????y,duets,?yyyy,setup,yyyyy,upset,ggggg,,
407,2022-07-30,bluff,True,5,balky,g?y??,boils,g??y?,betel,g???y,blurb,ggg?y,bluff,ggggg,,
408,2022-07-31,cramp,True,5,balky,?y???,irate,?gg??,grand,?gg??,crash,ggg??,cramp,ggggg,,
409,2022-08-01,quart,True,6,balky,?y???,irate,?ygy?,chart,??ggg,swart,??ggg,apart,y?ggg,quart,ggggg
410,2022-08-02,coyly,True,2,balky,??y?g,coyly,ggggg,,,,,,,,
411,2022-08-03,youth,True,4,balky,????y,eyrie,?y???,toyon,ygyy?,youth,ggggg,,,,
412,2022-08-04,rhyme,True,3,balky,????y,eyrie,yyy?g,rhyme,ggggg,,,,,,
413,2022-08-05,buggy,False,6,balky,g???g,booty,g???g,beery,g???g,buddy,gg??g,bunny,gg??g,bumpy,gg??g
414,2022-08-06,alien,True,4,balky,?yy??,alert,ggy??,aloes,gg?g?,alien,ggggg,,,,
415,2022-08-07,smear,True,5,balky,?y???,irate,?yy?y,reran,yyyg?,spear,g?ggg,smear,ggggg,,
416,2022-08-08,unfit,True,5,balky,?????,noire,y?y??,tints,yyyy?,input,yg?yg,unfit,ggggg,,
417,2022-08-09,patty,True,3,balky,?g??g,party,gg?gg,patty,ggggg,,,,,,
418,2022-08-10,cling,True,5,balky,??y??,liter,yy???,olios,?gg??,ilium,ygg??,cling,ggggg,,
419,2022-08-11,glean,True,5,balky,?yy??,alert,ygg??,fleas,?ggg?,clean,?gggg,glean,ggggg,,
420,2022-08-12,label,True,5,balky,ygy??,lambs,gg?y?,labia,ggg?y,labor,ggg??,label,ggggg,,
421,2022-08-13,hunky,True,6,balky,???gg,cocky,???gg,dinky,??ggg,funky,?gggg,punky,?gggg,hunky,ggggg
422,2022-08-14,khaki,True,3,balky,?y?g?,peaks,??gg?,khaki,ggggg,,,,,,
423,2022-08-15,poker,True,4,balky,???y?,inker,??ggg,toker,?gggg,poker,ggggg,,,,
424,2022-08-16,gruel,True,6,balky,??y??,liter,y??gy,morel,??ygg,revel,yy?gg,creel,?gygg,gruel,ggggg
425,2022-08-17,twice,True,4,balky,?????,noire,??g?g,white,y?gyg,twice,ggggg,,,,
426,2022-08-18,twang,True,5,balky,?y???,irate,??gy?,chant,??ggy,tuans,g?gg?,twang,ggggg,,
427,2022-08-19,shrug,True,5,balky,?????,noire,???y?,strut,g?gg?,scrum,g?gg?,shrug,ggggg,,
428,2022-08-20,treat,True,3,balky,?y???,irate,?gyyy,treat,ggggg,,,,,,
429,2022-08-21,waste,True,6,balky,?g???,carat,?g?yy,pants,?g?gy,haste,?gggg,taste,ygggg,waste,ggggg
430,2022-08-22,merit,True,4,balky,?????,noire,??yyy,riser,yy?yy,merit,ggggg,,,,
431,2022-08-23,woven,True,5,balky,?????,noire,yg??y,coned,?gyg?,women,gg?gg,woven,ggggg,,
432,2022-08-24,needy,True,4,balky,????g,deity,yg??g,reedy,?gggg,needy,ggggg,,,,
433,2022-08-25,clown,True,6,balky,??y??,liter,y????,cools,gygy?,cloud,ggg??,clomp,ggg??,clown,ggggg
434,2022-08-26,irony,True,4,balky,????g,deity,??y?g,finny,?yygg,irony,ggggg,,,,
435,2022-08-27,ruder,True,5,balky,?????,noire,???yy,crest,?yy??,refer,gy?gg,ruder,ggggg,,
436,2022-08-28,gauze,False,6,balky,?g???,carat,?g?y?,panda,?g??y,masse,?g??g,waive,?g??g,gauge,gggyg
437,2022-08-29,chief,True,3,balky,?????,noire,??g?y,chief,ggggg,,,,,,
438,2022-08-30,onset,True,4,balky,?????,noire,yy??y,tenon,yyyyy,onset,ggggg,,,,
439,2022-08-31,prize,False,6,balky,?????,noire,??gyg,prise,ggg?g,price,ggg?g,pride,ggg?g,prime,ggg?g
440,2022-09-01,fungi,True,4,balky,?????,noire,y?y??,tints,?yg??,fungi,ggggg,,,,
441,2022-09-02,charm,True,5,balky,?y???,irate,?yg??,chard,gggg?,chars,gggg?,charm,ggggg,,
442,2022-09-03,gully,True,6,balky,??g?g,dilly,??ggg,folly,??ggg,telly,??ggg,sully,?gggg,gully,ggggg
443,2022-09-04,inter,True,3,balky,?????,noire,y?yyy,inter,ggggg,,,,,,
444,2022-09-05,whoop,True,5,balky,?????,noire,?y???,scoot,??gg?,whooo,ggggy,whoop,ggggg,,
445,2022-09-06,taunt,True,5,balky,?g???,carat,?g?yg,paint,?g?gg,haunt,?gggg,taunt,ggggg,,
446,2022-09-07,leery,True,4,balky,??y?g,coyly,??yyg,lefty,gg??g,leery,ggggg,,,,
447,2022-09-08,class,True,6,balky,?yy??,alert,yg???,flags,?gg?g,clans,ggg?g,clads,ggg?g,class,ggggg
448,2022-09-09,theme,True,4,balky,?????,noire,????g,geese,?yg?g,theme,ggggg,,,,
449,2022-09-10,lofty,True,6,balky,??y?g,coyly,?gyyg,loony,ggy?g,lordy,gg??g,lousy,gg??g,lofty,ggggg
450,2022-09-11,tibia,True,3,balky,yy???,rebar,??gy?,tibia,ggggg,,,,,,
451,2022-09-12,booze,True,4,balky,g????,bocce,gg??g,borne,gg??g,booze,ggggg,,,,
452,2022-09-13,alpha,True,4,balky,?yy??,alert,gg???,aloha,gg?gg,alpha,ggggg,,,,
453,2022-09-14,thyme,True,4,balky,????y,eyrie,yy??g,youse,y???g,thyme,ggggg,,,,
454,2022-09-15,doubt,True,4,balky,y????,tribe,y??g?,stubs,?ygg?,doubt,ggggg,,,,
455,2022-09-16,parer,True,4,balky,?g???,carat,?ggy?,pared,gggg?,parer,ggggg,,,,
456,2022-09-17,chute,True,4,balky,?????,noire,????g,geese,?yy?g,chute,ggggg,,,,
457,2022-09-18,stick,True,4,balky,???y?,inker,y?y??,skits,gygyy,stick,ggggg,,,,
458,2022-09-19,trice,True,5,balky,?????,noire,??gyg,prise,?gg?g,trite,gggyg,trice,ggggg,,
459,2022-09-20,alike,True,3,balky,?yyg?,flaks,?gyg?,alike,ggggg,,,,,,
460,2022-09-21,recap,True,4,balky,?y???,irate,?yy?y,reran,ggyg?,recap,ggggg,,,,
461,2022-09-22,saint,True,5,balky,?g???,carat,?g?yg,paint,?gggg,taint,ygggg,saint,ggggg,,
462,2022-09-23,glory,True,3,balky,??y?g,coyly,?yyyg,glory,ggggg,,,,,,
463,2022-09-24,grate,True,6,balky,?y???,irate,?gggg,orate,?gggg,crate,?gggg,prate,?gggg,grate,ggggg
464,2022-09-25,admit,True,5,balky,?y???,irate,y?yy?,titan,yyyy?,audit,g?ygg,admit,ggggg,,
465,2022-09-26,brisk,True,4,balky,g??y?,brick,ggg?g,brink,ggg?g,brisk,ggggg,,,,
466,2022-09-27,soggy,True,5,balky,????g,deity,????g,corny,?g??g,goopy,ygy?g,soggy,ggggg,,
467,2022-09-28,usurp,True,4,balky,?????,noire,???g?,spurs,yyggy,usurp,ggggg,,,,
468,2022-09-29,scald,True,4,balky,?yy??,alert,yy???,snail,g?g?y,scald,ggggg,,,,
469,2022-09-30,scorn,True,4,balky,?????,noire,yy?g?,snort,gygg?,scorn,ggggg,,,,
470,2022-10-01,leave,True,4,balky,?yy??,alert,yyy??,lease,ggg?g,leave,ggggg,,,,
471,2022-10-02,twine,True,5,balky,?????,noire,y?g?g,chine,??ggg,seine,?yggg,twine,ggggg,,
472,2022-10-03,sting,True,5,balky,?????,noire,y?g??,chins,??ggy,suing,g?ggg,sting,ggggg,,
473,2022-10-04,bough,True,6,balky,g????,bocce,gg???,boobs,ggyy?,boron,gg?y?,boffo,gg??y,bough,ggggg
474,2022-10-05,marsh,True,5,balky,?g???,carat,?ggy?,pared,?gg??,maria,ggg?y,marsh,ggggg,,
475,2022-10-06,sloth,True,5,balky,??y??,liter,y?y??,stool,gygyy,slots,ggggy,sloth,ggggg,,
476,2022-10-07,dandy,True,5,balky,?g??g,party,?g??g,candy,?gggg,sandy,?gggg,dandy,ggggg,,
477,2022-10-08,vigor,True,4,balky,?????,noire,?yyy?,riots,ygy??,vigor,ggggg,,,,
478,2022-10-09,howdy,True,6,balky,????g,deity,y???g,cordy,?g?gg,moody,?gygg,noddy,?gygg,howdy,ggggg
479,2022-10-10,enjoy,True,5,balky,????g,deity,?y??g,emery,g?y?g,envoy,gg?gg,enjoy,ggggg,,
480,2022-10-11,valid,True,5,balky,?gg??,calla,?ggyy,paled,?gg?g,salad,?ggyg,valid,ggggg,,
481,2022-10-12,ionic,True,4,balky,?????,noire,ygy??,conic,ygggg,ionic,ggggg,,,,
482,2022-10-13,equal,True,4,balky,?yy??,alert,yyy??,lease,yyy?y,equal,ggggg,,,,
483,2022-10-14,floor,True,3,balky,??y??,liter,y???g,floor,ggggg,,,,,,
484,2022-10-15,catch,True,4,balky,?g???,carat,gg?yy,canto,gg?y?,catch,ggggg,,,,
485,2022-10-16,spade,True,5,balky,?y???,irate,??g?g,cease,?ygyg,shade,g?ggg,spade,ggggg,,
486,2022-10-17,stein,True,4,balky,?????,noire,y?y?y,inset,yyyyy,stein,ggggg,,,,
487,2022-10-18,exist,True,5,balky,?????,noire,??g?y,chief,??gy?,deism,?ygg?,exist,ggggg,,
488,2022-10-19,quirk,True,4,balky,???y?,inker,y?y?y,skirt,?ygg?,quirk,ggggg,,,,
489,2022-10-20,denim,True,5,balky,?????,noire,y?y?y,inset,yy?y?,genii,?gggy,denim,ggggg,,
490,2022-10-21,grove,True,4,balky,?????,noire,?y?yg,prose,?gg?g,grove,ggggg,,,,
491,2022-10-22,spiel,True,4,balky,??y??,liter,yy?g?,flies,?yggy,spiel,ggggg,,,,
492,2022-10-23,mummy,True,6,balky,????g,deity,????g,corny,????g,guppy,?g??g,mussy,gg??g,mummy,ggggg
493,2022-10-24,fault,True,6,balky,?gy??,carol,?g??y,lanai,yg?y?,maple,?g?g?,hauls,?ggg?,fault,ggggg
494,2022-10-25,foggy,True,6,balky,????g,deity,????g,corny,?g??g,goopy,ygy?g,soggy,?gggg,foggy,ggggg
495,2022-10-26,flout,True,5,balky,??y??,liter,y?y??,stool,?ygyy,clout,?gggg,flout,ggggg,,
496,2022-10-27,carry,True,4,balky,?g??g,party,?gg?g,carny,ggg?g,carry,ggggg,,,,
497,2022-10-28,sneak,True,4,balky,?y?y?,asker,yyyy?,skate,gyy?y,sneak,ggggg,,,,
498,2022-10-29,libel,True,3,balky,y?y??,rebel,?yggg,libel,ggggg,,,,,,
499,2022-10-30,waltz,True,5,balky,?gg??,calla,?ggyy,paled,?gg??,malts,?ggg?,waltz,ggggg,,
500,2022-10-31,aptly,True,3,balky,?yy?g,amply,g?ygg,aptly,ggggg,,,,,,
501,2022-11-01,piney,True,3,balky,????g,deity,?yy?g,piney,ggggg,,,,,,
502,2022-11-02,inept,True,4,balky,?????,noire,y?y?y,inset,gg?yg,inept,ggggg,,,,
503,2022-11-03,aloud,True,6,balky,?yy??,alert,gg???,aloha,ggg?y,along,ggg??,aloof,gggy?,aloud,ggggg
504,2022-11-04,photo,True,4,balky,?????,noire,?y???,scoot,??gyy,photo,ggggg,,,,
505,2022-11-05,dream,True,4,balky,?y???,irate,?gy?y,cream,?gggg,dream,ggggg,,,,
506,2022-11-06,stale,True,3,balky,?yy??,alert,yyy?y,stale,ggggg,,,,,,
